STATE|STATEFP|PLACEFP|PLACENAME|TYPE|FUNCSTAT|COUNTY
ID|16|64090|Pocatello city|Incorporated Place|A|Bannock County, Power County

ID|16|64450|Ponderay city|Incorporated Place|A|Bonner County

ID|16|64810|Post Falls city|Incorporated Place|A|Kootenai County

ID|16|64900|Potlatch city|Incorporated Place|A|Latah County

ID|16|65260|Preston city|Incorporated Place|A|Franklin County

ID|16|65530|Priest River city|Incorporated Place|A|Bonner County

ID|16|66340|Rathdrum city|Incorporated Place|A|Kootenai County

ID|16|67150|Reubens city|Incorporated Place|A|Lewis County

ID|16|67420|Rexburg city|Incorporated Place|A|Madison County

ID|16|67600|Richfield city|Incorporated Place|A|Lincoln County

ID|16|67780|Rigby city|Incorporated Place|A|Jefferson County

ID|16|67870|Riggins city|Incorporated Place|A|Idaho County

ID|16|67960|Ririe city|Incorporated Place|A|Bonneville County, Jefferson County

ID|16|68500|Roberts city|Incorporated Place|A|Jefferson County

ID|16|69130|Rockland city|Incorporated Place|A|Power County

ID|16|70660|Rupert city|Incorporated Place|A|Minidoka County

ID|16|71020|St. Anthony city|Incorporated Place|A|Fremont County

ID|16|71110|St. Charles city|Incorporated Place|A|Bear Lake County

ID|16|71470|St. Maries city|Incorporated Place|A|Benewah County

ID|16|71650|Salmon city|Incorporated Place|A|Lemhi County

ID|16|72100|Sandpoint city|Incorporated Place|A|Bonner County

ID|16|73450|Shelley city|Incorporated Place|A|Bingham County

ID|16|73900|Shoshone city|Incorporated Place|A|Lincoln County

ID|16|75070|Smelterville city|Incorporated Place|A|Shoshone County

ID|16|75195|Soda Springs city|Incorporated Place|A|Caribou County

ID|16|75970|Spencer city|Incorporated Place|A|Clark County

ID|16|76060|Spirit Lake city|Incorporated Place|A|Kootenai County

ID|16|76780|Stanley city|Incorporated Place|A|Custer County

ID|16|76870|Star city|Incorporated Place|A|Ada County, Canyon County

ID|16|77050|State Line city|Incorporated Place|A|Kootenai County

ID|16|77500|Stites city|Incorporated Place|A|Idaho County

ID|16|78040|Sugar City city|Incorporated Place|A|Madison County

ID|16|78850|Sun Valley city|Incorporated Place|A|Blaine County

ID|16|79120|Swan Valley city|Incorporated Place|A|Bonneville County

ID|16|80200|Tensed city|Incorporated Place|A|Benewah County

ID|16|80380|Teton city|Incorporated Place|A|Fremont County

ID|16|80470|Tetonia city|Incorporated Place|A|Teton County

ID|16|82360|Troy city|Incorporated Place|A|Latah County

ID|16|82810|Twin Falls city|Incorporated Place|A|Twin Falls County

ID|16|83350|Ucon city|Incorporated Place|A|Bonneville County

ID|16|84250|Victor city|Incorporated Place|A|Teton County

ID|16|84790|Wallace city|Incorporated Place|A|Shoshone County

ID|16|85240|Wardner city|Incorporated Place|A|Shoshone County

ID|16|85420|Warm River city|Incorporated Place|A|Fremont County

ID|16|86050|Weippe city|Incorporated Place|A|Clearwater County

ID|16|86140|Weiser city|Incorporated Place|A|Washington County

ID|16|86320|Wendell city|Incorporated Place|A|Gooding County

ID|16|87040|Weston city|Incorporated Place|A|Franklin County

ID|16|87310|White Bird city|Incorporated Place|A|Idaho County

ID|16|87670|Wilder city|Incorporated Place|A|Canyon County

ID|16|87850|Winchester city|Incorporated Place|A|Lewis County

ID|16|88480|Worley city|Incorporated Place|A|Kootenai County

IL|17|00113|Abingdon city|Incorporated Place|A|Knox County

IL|17|00230|Addieville village|Incorporated Place|A|Washington County

IL|17|00243|Addison village|Incorporated Place|A|DuPage County

IL|17|00295|Adeline village|Incorporated Place|A|Ogle County

IL|17|00516|Albany village|Incorporated Place|A|Whiteside County

IL|17|00555|Albers village|Incorporated Place|A|Clinton County

IL|17|00568|Albion city|Incorporated Place|A|Edwards County

IL|17|00646|Aledo city|Incorporated Place|A|Mercer County

IL|17|00672|Alexis village|Incorporated Place|A|Mercer County, Warren County

IL|17|00685|Algonquin village|Incorporated Place|A|Kane County, McHenry County

IL|17|00737|Alhambra village|Incorporated Place|A|Madison County

IL|17|00815|Allendale village|Incorporated Place|A|Wabash County

IL|17|00867|Allenville village|Incorporated Place|A|Moultrie County

IL|17|00880|Allerton village|Incorporated Place|A|Champaign County, Vermilion County

IL|17|00919|Alma village|Incorporated Place|A|Marion County

IL|17|00958|Alorton village|Incorporated Place|A|St. Clair County

IL|17|00971|Alpha village|Incorporated Place|A|Henry County

IL|17|00997|Alsey village|Incorporated Place|A|Scott County

IL|17|01010|Alsip village|Incorporated Place|A|Cook County

IL|17|01049|Altamont city|Incorporated Place|A|Effingham County

IL|17|01114|Alton city|Incorporated Place|A|Madison County

IL|17|01140|Altona village|Incorporated Place|A|Knox County

IL|17|01205|Alto Pass village|Incorporated Place|A|Union County

IL|17|01242|Alvan village|Incorporated Place|A|Vermilion County

IL|17|01270|Amboy city|Incorporated Place|A|Lee County

IL|17|01361|Anchor village|Incorporated Place|A|McLean County

IL|17|01426|Andalusia village|Incorporated Place|A|Rock Island County

IL|17|01491|Andover village|Incorporated Place|A|Henry County

IL|17|01543|Anna city|Incorporated Place|A|Union County

IL|17|01569|Annawan town|Incorporated Place|A|Bureau County, Henry County

IL|17|01595|Antioch village|Incorporated Place|A|Lake County

IL|17|01673|Apple River village|Incorporated Place|A|Jo Daviess County

IL|17|01881|Arcola city|Incorporated Place|A|Douglas County

IL|17|01946|Arenzville village|Incorporated Place|A|Cass County

IL|17|01972|Argenta village|Incorporated Place|A|Macon County

IL|17|02102|Arlington village|Incorporated Place|A|Bureau County

IL|17|02154|Arlington Heights village|Incorporated Place|A|Cook County, Lake County

IL|17|02206|Armington village|Incorporated Place|A|Tazewell County

IL|17|02258|Aroma Park village|Incorporated Place|A|Kankakee County

IL|17|02342|Arrowsmith village|Incorporated Place|A|McLean County

IL|17|02414|Arthur village|Incorporated Place|A|Douglas County, Moultrie County

IL|17|02479|Ashkum village|Incorporated Place|A|Iroquois County

IL|17|02505|Ashland village|Incorporated Place|A|Cass County

IL|17|02531|Ashley city|Incorporated Place|A|Washington County

IL|17|02557|Ashmore village|Incorporated Place|A|Coles County

IL|17|02583|Ashton village|Incorporated Place|A|Lee County

IL|17|02609|Assumption city|Incorporated Place|A|Christian County

IL|17|02635|Astoria town|Incorporated Place|A|Fulton County

IL|17|02674|Athens city|Incorporated Place|A|Menard County

IL|17|02726|Atkinson town|Incorporated Place|A|Henry County

IL|17|02752|Atlanta city|Incorporated Place|A|Logan County

IL|17|02882|Atwood village|Incorporated Place|A|Douglas County, Piatt County

IL|17|02921|Auburn city|Incorporated Place|A|Sangamon County

IL|17|02986|Augusta village|Incorporated Place|A|Hancock County

IL|17|03012|Aurora city|Incorporated Place|A|DuPage County, Kane County, Kendall County, Will County

IL|17|03103|Ava city|Incorporated Place|A|Jackson County

IL|17|03181|Aviston village|Incorporated Place|A|Clinton County

IL|17|03207|Avon village|Incorporated Place|A|Fulton County, Warren County

IL|17|03454|Baldwin village|Incorporated Place|A|Randolph County

IL|17|03571|Banner village|Incorporated Place|A|Fulton County

IL|17|03610|Bannockburn village|Incorporated Place|A|Lake County

IL|17|03675|Bardolph village|Incorporated Place|A|McDonough County

IL|17|03844|Barrington village|Incorporated Place|A|Cook County, Lake County

IL|17|03883|Barrington Hills village|Incorporated Place|A|Cook County, Kane County, Lake County, McHenry County

IL|17|03948|Barry city|Incorporated Place|A|Pike County

IL|17|04000|Bartelso village|Incorporated Place|A|Clinton County

IL|17|04013|Bartlett village|Incorporated Place|A|Cook County, DuPage County, Kane County

IL|17|04039|Bartonville village|Incorporated Place|A|Peoria County

IL|17|04052|Basco village|Incorporated Place|A|Hancock County

IL|17|04078|Batavia city|Incorporated Place|A|DuPage County, Kane County

IL|17|04117|Batchtown village|Incorporated Place|A|Calhoun County

IL|17|04156|Bath village|Incorporated Place|A|Mason County

IL|17|04247|Baylis village|Incorporated Place|A|Pike County

IL|17|04273|Bay View Gardens village|Incorporated Place|A|Woodford County

IL|17|04303|Beach Park village|Incorporated Place|A|Lake County

IL|17|04351|Beardstown city|Incorporated Place|A|Cass County

IL|17|04507|Beaverville village|Incorporated Place|A|Iroquois County

IL|17|04533|Beckemeyer village|Incorporated Place|A|Clinton County

IL|17|04572|Bedford Park village|Incorporated Place|A|Cook County

IL|17|04585|Beecher village|Incorporated Place|A|Will County

IL|17|04598|Beecher City village|Incorporated Place|A|Effingham County

IL|17|04689|Belgium village|Incorporated Place|A|Vermilion County

IL|17|04715|Belknap village|Incorporated Place|A|Johnson County

IL|17|04793|Belle Prairie City town|Incorporated Place|A|Hamilton County

IL|17|04806|Belle Rive village|Incorporated Place|A|Jefferson County

IL|17|04845|Belleville city|Incorporated Place|A|St. Clair County

IL|17|04871|Bellevue village|Incorporated Place|A|Peoria County

IL|17|04897|Bellflower village|Incorporated Place|A|McLean County

IL|17|04936|Bellmont village|Incorporated Place|A|Wabash County

IL|17|04975|Bellwood village|Incorporated Place|A|Cook County

IL|17|05092|Belvidere city|Incorporated Place|A|Boone County

IL|17|05144|Bement village|Incorporated Place|A|Piatt County

IL|17|05209|Benld city|Incorporated Place|A|Macoupin County

IL|17|05248|Bensenville village|Incorporated Place|A|Cook County, DuPage County

IL|17|05261|Benson village|Incorporated Place|A|Woodford County

IL|17|05274|Bentley town|Incorporated Place|A|Hancock County

IL|17|05300|Benton city|Incorporated Place|A|Franklin County

IL|17|05404|Berkeley village|Incorporated Place|A|Cook County

IL|17|05443|Berlin village|Incorporated Place|A|Sangamon County

IL|17|05573|Berwyn city|Incorporated Place|A|Cook County

IL|17|05599|Bethalto village|Incorporated Place|A|Madison County

IL|17|05612|Bethany village|Incorporated Place|A|Moultrie County

IL|17|05898|Biggsville village|Incorporated Place|A|Henderson County

IL|17|05976|Big Rock village|Incorporated Place|A|Kane County

IL|17|06028|Bingham village|Incorporated Place|A|Fayette County

IL|17|06171|Bishop Hill village|Incorporated Place|A|Henry County

IL|17|06184|Bismarck village|Incorporated Place|A|Vermilion County

IL|17|06470|Blandinsville village|Incorporated Place|A|McDonough County

IL|17|06587|Bloomingdale village|Incorporated Place|A|DuPage County

IL|17|06613|Bloomington city|Incorporated Place|A|McLean County

IL|17|06704|Blue Island city|Incorporated Place|A|Cook County

IL|17|06756|Blue Mound village|Incorporated Place|A|Macon County

IL|17|06899|Bluffs village|Incorporated Place|A|Scott County

IL|17|06964|Bluford village|Incorporated Place|A|Jefferson County

IL|17|07133|Bolingbrook village|Incorporated Place|A|DuPage County, Will County

IL|17|07211|Bondville village|Incorporated Place|A|Champaign County

IL|17|07224|Bone Gap village|Incorporated Place|A|Edwards County

IL|17|07237|Bonfield village|Incorporated Place|A|Kankakee County

IL|17|07263|Bonnie village|Incorporated Place|A|Jefferson County

IL|17|07471|Bourbonnais village|Incorporated Place|A|Kankakee County

IL|17|07510|Bowen village|Incorporated Place|A|Hancock County

IL|17|07640|Braceville village|Incorporated Place|A|Grundy County, Will County

IL|17|07692|Bradford village|Incorporated Place|A|Stark County

IL|17|07744|Bradley village|Incorporated Place|A|Kankakee County

IL|17|07770|Braidwood city|Incorporated Place|A|Will County

IL|17|07913|Breese city|Incorporated Place|A|Clinton County

IL|17|08186|Bridgeport city|Incorporated Place|A|Lawrence County

IL|17|08225|Bridgeview village|Incorporated Place|A|Cook County

IL|17|08264|Brighton village|Incorporated Place|A|Jersey County, Macoupin County

IL|17|08303|Brimfield village|Incorporated Place|A|Peoria County

IL|17|08420|Broadlands village|Incorporated Place|A|Champaign County

IL|17|08446|Broadview village|Incorporated Place|A|Cook County

IL|17|08472|Broadwell village|Incorporated Place|A|Logan County

IL|17|08524|Brocton village|Incorporated Place|A|Edgar County

IL|17|08576|Brookfield village|Incorporated Place|A|Cook County

IL|17|08667|Brooklyn village|Incorporated Place|A|St. Clair County

IL|17|08706|Brookport city|Incorporated Place|A|Massac County

IL|17|08875|Broughton village|Incorporated Place|A|Hamilton County

IL|17|08953|Browning village|Incorporated Place|A|Schuyler County

IL|17|08979|Browns village|Incorporated Place|A|Edwards County

IL|17|08992|Brownstown village|Incorporated Place|A|Fayette County

IL|17|09148|Brussels village|Incorporated Place|A|Calhoun County

IL|17|09161|Bryant village|Incorporated Place|A|Fulton County

IL|17|09304|Buckingham village|Incorporated Place|A|Kankakee County

IL|17|09317|Buckley village|Incorporated Place|A|Iroquois County

IL|17|09330|Buckner village|Incorporated Place|A|Franklin County

IL|17|09356|Buda village|Incorporated Place|A|Bureau County

IL|17|09434|Buffalo village|Incorporated Place|A|Sangamon County

IL|17|09447|Buffalo Grove village|Incorporated Place|A|Cook County, Lake County

IL|17|09531|Bull Valley village|Incorporated Place|A|McHenry County

IL|17|09538|Bulpitt village|Incorporated Place|A|Christian County

IL|17|09551|Buncombe village|Incorporated Place|A|Johnson County

IL|17|09577|Bunker Hill city|Incorporated Place|A|Macoupin County

IL|17|09642|Burbank city|Incorporated Place|A|Cook County

IL|17|09681|Bureau Junction village|Incorporated Place|A|Bureau County

IL|17|09759|Burlington village|Incorporated Place|A|Kane County

IL|17|09798|Burnham village|Incorporated Place|A|Cook County

IL|17|09889|Burnt Prairie village|Incorporated Place|A|White County

IL|17|09980|Burr Ridge village|Incorporated Place|A|Cook County, DuPage County

IL|17|10084|Bush village|Incorporated Place|A|Williamson County

IL|17|10110|Bushnell city|Incorporated Place|A|McDonough County

IL|17|10149|Butler village|Incorporated Place|A|Montgomery County

IL|17|10240|Byron city|Incorporated Place|A|Ogle County

IL|17|10292|Cabery village|Incorporated Place|A|Ford County, Kankakee County

IL|17|10370|Cahokia village|Incorporated Place|A|St. Clair County

IL|17|10383|Cairo city|Incorporated Place|A|Alexander County

IL|17|10422|Caledonia village|Incorporated Place|A|Boone County

IL|17|10448|Calhoun village|Incorporated Place|A|Richland County

IL|17|10487|Calumet City city|Incorporated Place|A|Cook County

IL|17|10513|Calumet Park village|Incorporated Place|A|Cook County

IL|17|10591|Camargo village|Incorporated Place|A|Douglas County

IL|17|10630|Cambria village|Incorporated Place|A|Williamson County

IL|17|10643|Cambridge village|Incorporated Place|A|Henry County

IL|17|10695|Camden village|Incorporated Place|A|Schuyler County

IL|17|10773|Campbell Hill village|Incorporated Place|A|Jackson County

IL|17|10877|Camp Point village|Incorporated Place|A|Adams County

IL|17|10906|Campton Hills village|Incorporated Place|A|Kane County

IL|17|10916|Campus village|Incorporated Place|A|Livingston County

IL|17|11007|Canton city|Incorporated Place|A|Fulton County

IL|17|11033|Cantrall village|Incorporated Place|A|Sangamon County

IL|17|11124|Capron village|Incorporated Place|A|Boone County

IL|17|11150|Carbon Cliff village|Incorporated Place|A|Rock Island County

IL|17|11163|Carbondale city|Incorporated Place|A|Jackson County, Williamson County

IL|17|11176|Carbon Hill village|Incorporated Place|A|Grundy County

IL|17|11202|Carlinville city|Incorporated Place|A|Macoupin County

IL|17|11215|Carlock village|Incorporated Place|A|McLean County

IL|17|11228|Carlyle city|Incorporated Place|A|Clinton County

IL|17|11293|Carmi city|Incorporated Place|A|White County

IL|17|11332|Carol Stream village|Incorporated Place|A|DuPage County

IL|17|11358|Carpentersville village|Incorporated Place|A|Kane County

IL|17|11397|Carrier Mills village|Incorporated Place|A|Saline County

IL|17|11462|Carrollton city|Incorporated Place|A|Greene County

IL|17|11514|Carterville city|Incorporated Place|A|Williamson County

IL|17|11527|Carthage city|Incorporated Place|A|Hancock County

IL|17|11592|Cary village|Incorporated Place|A|McHenry County

IL|17|11618|Casey city|Incorporated Place|A|Clark County, Cumberland County

IL|17|11644|Caseyville village|Incorporated Place|A|St. Clair County

IL|17|11774|Catlin village|Incorporated Place|A|Vermilion County

IL|17|11826|Cave-In-Rock village|Incorporated Place|A|Hardin County

IL|17|11982|Cedar Point village|Incorporated Place|A|LaSalle County

IL|17|12008|Cedarville village|Incorporated Place|A|Stephenson County

IL|17|12151|Central City village|Incorporated Place|A|Marion County

IL|17|12164|Centralia city|Incorporated Place|A|Clinton County, Jefferson County, Marion County, Washington County

IL|17|12203|Centreville city|Incorporated Place|A|St. Clair County

IL|17|12268|Cerro Gordo village|Incorporated Place|A|Piatt County

IL|17|12294|Chadwick village|Incorporated Place|A|Carroll County

IL|17|12385|Champaign city|Incorporated Place|A|Champaign County
